time,theta_x,theta_y,theta_z,omega_x,omega_y,omega_z
39.536727000,-19.00541,-8.47228,6.72933,-0.43063,-0.30207,-0.15059
39.539395000,-19.00656,-8.47309,6.72892,-0.43063,-0.30207,-0.15059
39.542062000,-19.00771,-8.47390,6.72852,-0.43063,-0.30207,-0.15059
39.544722000,-19.01516,-8.47247,6.72796,-2.80188,0.53793,-0.21184
39.547398000,-19.02265,-8.47103,6.72739,-2.80188,0.53793,-0.21184
39.550065000,-19.03012,-8.46959,6.72683,-2.80188,0.53793,-0.21184
39.552818000,-19.03782,-8.46811,6.72625,-2.80188,0.53793,-0.21184
39.555485000,-19.04931,-8.46687,6.72801,-4.30688,0.46793,0.66316
39.558160000,-19.06083,-8.46561,6.72979,-4.30688,0.46793,0.66316
39.560824000,-19.07229,-8.46437,6.73155,-4.30688,0.46793,0.66316
39.563489000,-19.08378,-8.46312,6.73332,-4.30688,0.46793,0.66316
39.566164000,-19.09272,-8.46161,6.73395,-3.34438,0.56418,0.23441
39.568829000,-19.10163,-8.46011,6.73457,-3.34438,0.56418,0.23441
39.571508000,-19.11059,-8.45860,6.73520,-3.34438,0.56418,0.23441
39.574174000,-19.11950,-8.45710,6.73583,-3.34438,0.56418,0.23441
39.576847000,-19.11807,-8.45694,6.73355,0.53187,0.05668,-0.85059
39.579513000,-19.11666,-8.45679,6.73129,0.53187,0.05668,-0.85059
39.582176000,-19.11524,-8.45664,6.72902,0.53187,0.05668,-0.85059
39.584845000,-19.11382,-8.45649,6.72675,0.53187,0.05668,-0.85059
39.587518000,-19.11773,-8.45571,6.72586,-1.46313,0.29293,-0.33434
39.590186000,-19.12163,-8.45493,6.72497,-1.46313,0.29293,-0.33434
39.592854000,-19.12553,-8.45415,6.72408,-1.46313,0.29293,-0.33434
39.595517000,-19.12943,-8.45337,6.72319,-1.46313,0.29293,-0.33434
39.598188000,-19.13443,-8.45287,6.72425,-1.87438,0.18793,0.40066
39.600756000,-19.13925,-8.45238,6.72528,-1.87438,0.18793,0.40066
39.603328000,-19.14407,-8.45190,6.72631,-1.87438,0.18793,0.40066
39.605969000,-19.14889,-8.45142,6.72735,-1.87438,0.18793,0.40066
39.608638000,-19.14976,-8.45126,6.72782,-0.31688,0.05668,0.17316
39.611305000,-19.15060,-8.45111,6.72828,-0.31688,0.05668,0.17316
39.613973000,-19.15145,-8.45096,6.72874,-0.31688,0.05668,0.17316
39.616643000,-19.15229,-8.45081,6.72920,-0.31688,0.05668,0.17316
39.619312000,-19.15482,-8.45157,6.72964,-0.94688,-0.28457,0.16441
39.621977000,-19.15734,-8.45232,6.73008,-0.94688,-0.28457,0.16441
39.624651000,-19.15987,-8.45308,6.73052,-0.94688,-0.28457,0.16441
39.627323000,-19.16240,-8.45385,6.73096,-0.94688,-0.28457,0.16441
39.629988000,-19.16017,-8.45430,6.72972,0.83812,-0.17082,-0.46559
39.632659000,-19.15793,-8.45476,6.72848,0.83812,-0.17082,-0.46559
39.635323000,-19.15569,-8.45521,6.72724,0.83812,-0.17082,-0.46559
39.637998000,-19.15346,-8.45567,6.72599,0.83812,-0.17082,-0.46559
39.640669000,-19.15012,-8.45631,6.72407,1.24937,-0.24082,-0.71934
39.643332000,-19.14679,-8.45695,6.72216,1.24937,-0.24082,-0.71934
39.646008000,-19.14345,-8.45759,6.72023,1.24937,-0.24082,-0.71934
39.648675000,-19.14012,-8.45824,6.72100,1.24937,-0.24082,0.28691
39.651344000,-19.14390,-8.45867,6.72176,-1.41938,-0.16207,0.28691
39.654007000,-19.14768,-8.45910,6.72253,-1.41938,-0.16207,0.28691
39.656676000,-19.15147,-8.45953,6.72329,-1.41938,-0.16207,0.28691
39.659346000,-19.15526,-8.45996,6.72488,-1.41938,-0.16207,0.59316
39.662014000,-19.15759,-8.46156,6.72646,-0.87688,-0.59957,0.59316
39.664680000,-19.15993,-8.46316,6.72804,-0.87688,-0.59957,0.59316
39.667355000,-19.16227,-8.46476,6.72962,-0.87688,-0.59957,0.59316
39.670019000,-19.16461,-8.46636,6.73403,-0.87688,-0.59957,1.65191
39.672686000,-19.17364,-8.46605,6.73843,-3.38813,0.11793,1.65191
39.675354000,-19.18268,-8.46573,6.74283,-3.38813,0.11793,1.65191
39.678032000,-19.19175,-8.46542,6.74726,-3.38813,0.11793,1.65191
39.680700000,-19.20078,-8.46428,6.74739,-3.38813,0.42418,0.05066
39.683360000,-19.20444,-8.46316,6.74753,-1.37563,0.42418,0.05066
39.686033000,-19.20811,-8.46202,6.74766,-1.37563,0.42418,0.05066
39.688702000,-19.21178,-8.46089,6.74780,-1.37563,0.42418,0.05066
39.691368000,-19.21545,-8.46184,6.74886,-1.37563,-0.35457,0.40066
39.694041000,-19.21964,-8.46278,6.74993,-1.56813,-0.35457,0.40066
39.696720000,-19.22384,-8.46373,6.75101,-1.56813,-0.35457,0.40066
39.699389000,-19.22803,-8.46468,6.75208,-1.56813,-0.35457,0.40066
39.702056000,-19.23818,-8.46406,6.75459,-3.80813,0.23168,0.94316
39.704722000,-19.24579,-8.46344,6.75710,-2.85438,0.23168,0.94316
39.707393000,-19.25341,-8.46282,6.75962,-2.85438,0.23168,0.94316
39.710070000,-19.26105,-8.46220,6.76215,-2.85438,0.23168,0.94316
39.712737000,-19.26215,-8.46261,6.76242,-0.41313,-0.15332,0.10316
39.715411000,-19.26326,-8.46302,6.76270,-0.41313,-0.15332,0.10316
39.718086000,-19.26436,-8.46343,6.76297,-0.41313,-0.15332,0.10316
39.720850000,-19.26550,-8.46386,6.76326,-0.41313,-0.15332,0.10316
39.723520000,-19.26567,-8.46518,6.76246,-0.06313,-0.49457,-0.29934
39.726196000,-19.26584,-8.46650,6.76166,-0.06313,-0.49457,-0.29934
39.728862000,-19.26601,-8.46782,6.76086,-0.06313,-0.49457,-0.29934
39.731533000,-19.26617,-8.46914,6.76006,-0.06313,-0.49457,-0.29934
39.734201000,-19.26863,-8.46941,6.76122,-0.92063,-0.10082,0.43566
39.736870000,-19.27109,-8.46968,6.76239,-0.92063,-0.10082,0.43566
39.739552000,-19.27355,-8.46995,6.76355,-0.92063,-0.10082,0.43566
39.742218000,-19.27601,-8.47022,6.76472,-0.92063,-0.10082,0.43566
39.744881000,-19.27713,-8.47132,6.76499,-0.42188,-0.41582,0.10316
39.747648000,-19.27830,-8.47247,6.76527,-0.42188,-0.41582,0.10316
39.750313000,-19.27942,-8.47358,6.76555,-0.42188,-0.41582,0.10316
39.752986000,-19.28055,-8.47469,6.76583,-0.42188,-0.41582,0.10316
39.755655000,-19.28284,-8.47487,6.76610,-0.85938,-0.06582,0.10316
39.758327000,-19.28513,-8.47504,6.76638,-0.85938,-0.06582,0.10316
39.760988000,-19.28742,-8.47522,6.76665,-0.85938,-0.06582,0.10316
39.763653000,-19.28971,-8.47539,6.76693,-0.85938,-0.06582,0.10316
39.766327000,-19.29002,-8.47571,6.76467,-0.11563,-0.11832,-0.84184
39.768997000,-19.29033,-8.47603,6.76243,-0.11563,-0.11832,-0.84184
39.771668000,-19.29064,-8.47634,6.76018,-0.11563,-0.11832,-0.84184
39.774333000,-19.29095,-8.47666,6.75794,-0.11563,-0.11832,-0.84184
39.777000000,-19.28860,-8.47846,6.75651,0.88187,-0.67832,-0.53559
39.779664000,-19.28625,-8.48027,6.75508,0.88187,-0.67832,-0.53559
39.782333000,-19.28389,-8.48208,6.75365,0.88187,-0.67832,-0.53559
39.785000000,-19.28154,-8.48389,6.75223,0.88187,-0.67832,-0.53559
39.787674000,-19.28246,-8.48514,6.75201,-0.34313,-0.46832,-0.08059
39.790341000,-19.28337,-8.48639,6.75180,-0.34313,-0.46832,-0.08059
39.793009000,-19.28429,-8.48764,6.75158,-0.34313,-0.46832,-0.08059
39.795673000,-19.28520,-8.48889,6.75137,-0.34313,-0.46832,-0.08059
39.798343000,-19.28654,-8.48995,6.75236,-0.50063,-0.39832,0.37441
39.801007000,-19.28787,-8.49101,6.75336,-0.50063,-0.39832,0.37441
39.803674000,-19.28921,-8.49207,6.75436,-0.50063,-0.39832,0.37441
39.806345000,-19.29054,-8.49314,6.76134,-0.50063,-0.39832,2.61441
39.809010000,-19.29747,-8.49291,6.76525,-2.60063,0.08293,1.46816
39.811671000,-19.30439,-8.49269,6.76916,-2.60063,0.08293,1.46816
39.814332000,-19.31131,-8.49247,6.77306,-2.60063,0.08293,1.46816
39.816999000,-19.31824,-8.49225,6.77798,-2.60063,0.08293,1.84441
39.819665000,-19.32342,-8.49254,6.78290,-1.94438,-0.10957,1.84441
39.822329000,-19.32860,-8.49284,6.78781,-1.94438,-0.10957,1.84441
39.824996000,-19.33378,-8.49313,6.79272,-1.94438,-0.10957,1.84441
39.827669000,-19.33898,-8.49342,6.79426,-1.94438,-0.10957,0.57566
39.830332000,-19.34061,-8.49439,6.79580,-0.61438,-0.36332,0.57566
39.833002000,-19.34225,-8.49536,6.79733,-0.61438,-0.36332,0.57566
39.835662000,-19.34389,-8.49632,6.79886,-0.61438,-0.36332,0.57566
39.838328000,-19.34552,-8.49729,6.80095,-0.61438,-0.36332,0.78566
39.841005000,-19.34466,-8.49894,6.80306,0.32187,-0.61707,0.78566
39.843670000,-19.34380,-8.50059,6.80515,0.32187,-0.61707,0.78566
39.846335000,-19.34295,-8.50223,6.80724,0.32187,-0.61707,0.78566
39.848908000,-19.34212,-8.50382,6.80956,0.32187,-0.61707,0.89941
39.851476000,-19.34644,-8.50464,6.81187,-1.68188,-0.31957,0.89941
39.854049000,-19.35077,-8.50546,6.81418,-1.68188,-0.31957,0.89941
39.856664000,-19.35515,-8.50630,6.81653,-1.68188,-0.31957,0.89941
39.859331000,-19.35964,-8.50715,6.81849,-1.68188,-0.31957,0.73316
39.861995000,-19.36368,-8.50721,6.82044,-1.51563,-0.02207,0.73316
39.864661000,-19.36772,-8.50727,6.82239,-1.51563,-0.02207,0.73316
39.867332000,-19.37176,-8.50733,6.82435,-1.51563,-0.02207,0.73316
39.869998000,-19.37580,-8.50739,6.82808,-1.51563,-0.02207,1.39816
39.872667000,-19.38404,-8.50728,6.83181,-3.09063,0.03918,1.39816
39.875332000,-19.39228,-8.50718,6.83553,-3.09063,0.03918,1.39816
39.878009000,-19.40055,-8.50707,6.83927,-3.09063,0.03918,1.39816
39.880678000,-19.40879,-8.50739,6.84200,-3.09063,-0.11832,1.02191
39.883341000,-19.41171,-8.50770,6.84472,-1.09563,-0.11832,1.02191
39.886106000,-19.41474,-8.50803,6.84754,-1.09563,-0.11832,1.02191
39.888772000,-19.41766,-8.50835,6.85027,-1.09563,-0.11832,1.02191
39.891436000,-19.42058,-8.50889,6.85313,-1.09563,-0.20582,1.07441
39.894101000,-19.42473,-8.50944,6.85599,-1.55938,-0.20582,1.07441
39.896767000,-19.42888,-8.50999,6.85885,-1.55938,-0.20582,1.07441
39.899431000,-19.43304,-8.51054,6.86171,-1.55938,-0.20582,1.07441
39.902098000,-19.43559,-8.51111,6.86528,-0.95563,-0.21457,1.33691
39.904768000,-19.43814,-8.51168,6.86885,-0.95563,-0.21457,1.33691
39.907523000,-19.44077,-8.51227,6.87252,-0.95563,-0.21457,1.33691
39.910190000,-19.44332,-8.51285,6.87609,-0.95563,-0.21457,1.33691
39.912854000,-19.43880,-8.51386,6.87590,1.69562,-0.38082,-0.07184
39.915517000,-19.43429,-8.51488,6.87571,1.69562,-0.38082,-0.07184
39.918218000,-19.42971,-8.51590,6.87552,1.69562,-0.38082,-0.07184
39.920887000,-19.42519,-8.51692,6.87532,1.69562,-0.38082,-0.07184
39.923553000,-19.42242,-8.51779,6.87413,1.03937,-0.32832,-0.44809
39.926228000,-19.41964,-8.51867,6.87293,1.03937,-0.32832,-0.44809
39.928892000,-19.41687,-8.51955,6.87174,1.03937,-0.32832,-0.44809
39.931561000,-19.41410,-8.52042,6.87054,1.03937,-0.32832,-0.44809
39.934226000,-19.41231,-8.52141,6.87054,0.67187,-0.37207,-0.00184
39.936893000,-19.41052,-8.52241,6.87053,0.67187,-0.37207,-0.00184
39.939560000,-19.40873,-8.52340,6.87053,0.67187,-0.37207,-0.00184
39.942222000,-19.40694,-8.52439,6.87052,0.67187,-0.37207,-0.00184
39.944889000,-19.40734,-8.52480,6.86856,-0.15063,-0.15332,-0.73684
39.947560000,-19.40774,-8.52521,6.86659,-0.15063,-0.15332,-0.73684
39.950225000,-19.40814,-8.52561,6.86463,-0.15063,-0.15332,-0.73684
39.952890000,-19.40854,-8.52602,6.86267,-0.15063,-0.15332,-0.73684
39.955555000,-19.40920,-8.52673,6.86185,-0.24688,-0.26707,-0.30809
39.958226000,-19.40986,-8.52745,6.86102,-0.24688,-0.26707,-0.30809
39.960888000,-19.41052,-8.52816,6.86020,-0.24688,-0.26707,-0.30809
39.963568000,-19.41118,-8.52887,6.85938,-0.24688,-0.26707,-0.30809
39.966246000,-19.41526,-8.52999,6.86068,-1.52438,-0.41582,0.48816
39.968912000,-19.41932,-8.53109,6.86199,-1.52438,-0.41582,0.48816
39.971574000,-19.42338,-8.53220,6.86329,-1.52438,-0.41582,0.48816
39.974239000,-19.42744,-8.53331,6.86458,-1.52438,-0.41582,0.48816
39.976909000,-19.43008,-8.53372,6.86470,-0.99063,-0.15332,0.04191
39.979574000,-19.43272,-8.53413,6.86481,-0.99063,-0.15332,0.04191
39.982237000,-19.43536,-8.53454,6.86492,-0.99063,-0.15332,0.04191
39.984905000,-19.43800,-8.53494,6.86503,-0.99063,-0.15332,0.04191
39.987575000,-19.44162,-8.53507,6.86517,-1.35813,-0.04832,0.05066
39.990238000,-19.44524,-8.53520,6.86530,-1.35813,-0.04832,0.05066
39.992900000,-19.44885,-8.53533,6.86544,-1.35813,-0.04832,0.05066
39.995563000,-19.45247,-8.53546,6.87153,-1.35813,-0.04832,2.29066
39.998232000,-19.45777,-8.53556,6.87582,-1.98813,-0.03957,1.60816
40.000899000,-19.46307,-8.53567,6.88011,-1.98813,-0.03957,1.60816
40.003565000,-19.46837,-8.53578,6.88440,-1.98813,-0.03957,1.60816
40.006234000,-19.47367,-8.53588,6.88271,-1.98813,-0.03957,-0.63184
40.008902000,-19.47235,-8.53720,6.88572,0.49687,-0.49457,1.12691
40.011565000,-19.47103,-8.53852,6.88872,0.49687,-0.49457,1.12691
40.014226000,-19.46970,-8.53983,6.89171,0.49687,-0.49457,1.12691
40.016890000,-19.46838,-8.54115,6.89597,0.49687,-0.49457,1.59941
40.019553000,-19.47279,-8.54144,6.90023,-1.65563,-0.10957,1.59941
40.022226000,-19.47721,-8.54173,6.90450,-1.65563,-0.10957,1.59941
40.024890000,-19.48162,-8.54203,6.90876,-1.65563,-0.10957,1.59941
40.027568000,-19.48606,-8.54232,6.91199,-1.65563,-0.10957,1.20566
40.030234000,-19.48555,-8.54394,6.91520,0.19062,-0.60832,1.20566
40.032895000,-19.48504,-8.54556,6.91841,0.19062,-0.60832,1.20566
40.035553000,-19.48454,-8.54718,6.92161,0.19062,-0.60832,1.20566
40.038138000,-19.48404,-8.54875,6.92292,0.19062,-0.60832,0.50566
40.040722000,-19.48518,-8.54910,6.92422,-0.43938,-0.13582,0.50566
40.043287000,-19.48631,-8.54945,6.92552,-0.43938,-0.13582,0.50566
40.045851000,-19.48743,-8.54979,6.92682,-0.43938,-0.13582,0.50566
40.048595000,-19.48863,-8.55017,6.92343,-0.43938,-0.13582,-1.23559
40.051353000,-19.48507,-8.55110,6.92003,1.29312,-0.33707,-1.23559
40.054016000,-19.48162,-8.55199,6.91673,1.29312,-0.33707,-1.23559
40.056694000,-19.47816,-8.55290,6.91343,1.29312,-0.33707,-1.23559
40.059359000,-19.47472,-8.55379,6.91051,1.29312,-0.33707,-1.09559
40.062021000,-19.46976,-8.55478,6.90759,1.86187,-0.37207,-1.09559
40.064682000,-19.46481,-8.55577,6.90468,1.86187,-0.37207,-1.09559
40.067352000,-19.45984,-8.55677,6.90176,1.86187,-0.37207,-1.09559
40.070015000,-19.45488,-8.55734,6.90364,1.86187,-0.21457,0.70691
40.072682000,-19.45739,-8.55791,6.90552,-0.93813,-0.21457,0.70691
40.075348000,-19.45988,-8.55848,6.90741,-0.93813,-0.21457,0.70691
40.078018000,-19.46239,-8.55905,6.90929,-0.93813,-0.21457,0.70691
40.080682000,-19.46489,-8.55953,6.90878,-0.93813,-0.17957,-0.19434
40.083354000,-19.46786,-8.56001,6.90826,-1.11313,-0.17957,-0.19434
40.086027000,-19.47083,-8.56049,6.90774,-1.11313,-0.17957,-0.19434
40.088689000,-19.47379,-8.56097,6.90722,-1.11313,-0.17957,-0.19434
40.091360000,-19.47831,-8.56044,6.90668,-1.69063,0.19668,-0.20309
40.094025000,-19.48281,-8.55992,6.90614,-1.69063,0.19668,-0.20309
40.096665000,-19.48727,-8.55940,6.90560,-1.69063,0.19668,-0.20309
40.099231000,-19.49161,-8.55890,6.90508,-1.69063,0.19668,-0.20309
40.101801000,-19.48534,-8.56001,6.90312,2.43937,-0.43332,-0.76309
40.104382000,-19.47905,-8.56113,6.90115,2.43937,-0.43332,-0.76309
40.107009000,-19.47265,-8.56226,6.89915,2.43937,-0.43332,-0.76309
40.109676000,-19.46614,-8.56342,6.89711,2.43937,-0.43332,-0.76309
40.112354000,-19.46561,-8.56421,6.89751,0.19937,-0.29332,0.14691
40.115017000,-19.46505,-8.56499,6.89790,0.20812,-0.29332,0.14691
40.117693000,-19.46449,-8.56577,6.89829,0.20812,-0.29332,0.14691
40.120370000,-19.46394,-8.56656,6.89868,0.20812,-0.29332,0.14691
40.123034000,-19.46681,-8.56724,6.89812,-1.07813,-0.25832,-0.21184
40.125696000,-19.46968,-8.56793,6.89756,-1.07813,-0.25832,-0.21184
40.128368000,-19.47256,-8.56862,6.89699,-1.07813,-0.25832,-0.21184
40.131041000,-19.47544,-8.56931,6.89642,-1.07813,-0.25832,-0.21184
40.133711000,-19.47581,-8.56923,6.89345,-0.14188,0.03043,-1.11309
40.136379000,-19.47619,-8.56915,6.89048,-0.14188,0.03043,-1.11309
40.139050000,-19.47657,-8.56907,6.88752,-0.14188,0.03043,-1.11309
40.141719000,-19.47695,-8.56899,6.88455,-0.14188,0.03043,-1.11309
40.144386000,-19.47749,-8.57005,6.88450,-0.20313,-0.39832,-0.01934
40.147053000,-19.47803,-8.57111,6.88445,-0.20313,-0.39832,-0.01934
40.149724000,-19.47857,-8.57218,6.88439,-0.20313,-0.39832,-0.01934
40.152394000,-19.47911,-8.57324,6.88434,-0.20313,-0.39832,-0.01934
40.155061000,-19.48623,-8.57260,6.88751,-2.67063,0.24043,1.18816
40.157739000,-19.49338,-8.57195,6.89069,-2.67063,0.24043,1.18816
40.160403000,-19.50050,-8.57131,6.89386,-2.67063,0.24043,1.18816
40.163067000,-19.50761,-8.57067,6.89702,-2.67063,0.24043,1.18816
40.165735000,-19.51072,-8.57099,6.89818,-1.16563,-0.11832,0.43566
40.168406000,-19.51383,-8.57131,6.89934,-1.16563,-0.11832,0.43566
40.171073000,-19.51694,-8.57162,6.90051,-1.16563,-0.11832,0.43566
40.173742000,-19.52005,-8.57194,6.90167,-1.16563,-0.11832,0.43566
40.176424000,-19.52258,-8.57202,6.90145,-0.94688,-0.03082,-0.08059
40.179091000,-19.52511,-8.57210,6.90124,-0.94688,-0.03082,-0.08059
40.181758000,-19.52763,-8.57218,6.90102,-0.94688,-0.03082,-0.08059
40.184426000,-19.53016,-8.57227,6.90081,-0.94688,-0.03082,-0.08059
40.187109000,-19.53223,-8.57261,6.90061,-0.77188,-0.12707,-0.07184
40.189774000,-19.53428,-8.57295,6.90042,-0.77188,-0.12707,-0.07184
40.192442000,-19.53634,-8.57328,6.90023,-0.77188,-0.12707,-0.07184
40.195106000,-19.53840,-8.57362,6.90004,-0.77188,-0.12707,-0.07184
40.197779000,-19.54289,-8.57349,6.90172,-1.68188,0.04793,0.62816
40.200448000,-19.54738,-8.57337,6.90339,-1.68188,0.04793,0.62816
40.203110000,-19.55186,-8.57324,6.90507,-1.68188,0.04793,0.62816
40.205773000,-19.55633,-8.57311,6.90674,-1.68188,0.04793,0.62816
40.208445000,-19.55806,-8.57406,6.90764,-0.64938,-0.35457,0.33941
40.211110000,-19.55979,-8.57500,6.90855,-0.64938,-0.35457,0.33941
40.213778000,-19.56153,-8.57595,6.90945,-0.64938,-0.35457,0.33941
40.216552000,-19.56333,-8.57693,6.91039,-0.64938,-0.35457,0.33941
40.219220000,-19.56433,-8.57804,6.91167,-0.37813,-0.41582,0.47941
40.221883000,-19.56534,-8.57915,6.91295,-0.37813,-0.41582,0.47941
40.224552000,-19.56635,-8.58026,6.91423,-0.37813,-0.41582,0.47941
40.227223000,-19.56736,-8.58137,6.91780,-0.37813,-0.41582,1.33691
40.229890000,-19.56963,-8.58322,6.92136,-0.85063,-0.69582,1.33691
40.232562000,-19.57190,-8.58508,6.92493,-0.85063,-0.69582,1.33691
40.235230000,-19.57417,-8.58694,6.92850,-0.85063,-0.69582,1.33691
40.237905000,-19.57644,-8.58880,6.92950,-0.85063,-0.69582,0.37441
40.240584000,-19.57743,-8.58944,6.93050,-0.36938,-0.24082,0.37441
40.243249000,-19.57842,-8.59008,6.93150,-0.36938,-0.24082,0.37441
40.245957000,-19.57940,-8.59072,6.93250,-0.36938,-0.24082,0.37441
40.248629000,-19.58040,-8.59138,6.93140,-0.36938,-0.24082,-0.40434
40.251305000,-19.58198,-8.59191,6.93032,-0.58813,-0.19707,-0.40434
40.253973000,-19.58355,-8.59243,6.92924,-0.58813,-0.19707,-0.40434
40.256655000,-19.58512,-8.59296,6.92816,-0.58813,-0.19707,-0.40434
40.259329000,-19.58669,-8.59503,6.92825,-0.58813,-0.77457,0.03316
40.261993000,-19.58479,-8.59709,6.92833,0.71562,-0.77457,0.03316
40.264658000,-19.58288,-8.59916,6.92842,0.71562,-0.77457,0.03316
40.267327000,-19.58097,-8.60122,6.92851,0.71562,-0.77457,0.03316
40.270000000,-19.58505,-8.60056,6.92872,-1.52438,0.24918,0.07691
40.272664000,-19.58971,-8.59989,6.92892,-1.75188,0.24918,0.07691
40.275327000,-19.59438,-8.59923,6.92912,-1.75188,0.24918,0.07691
40.278001000,-19.59906,-8.59856,6.92933,-1.75188,0.24918,0.07691
40.280666000,-19.60373,-8.59848,6.92993,-1.75188,0.03043,0.22566
40.283333000,-19.60798,-8.59840,6.93053,-1.59438,0.03043,0.22566
40.286005000,-19.61224,-8.59832,6.93114,-1.59438,0.03043,0.22566
40.288683000,-19.61651,-8.59824,6.93174,-1.59438,0.03043,0.22566
40.291352000,-19.62358,-8.59785,6.93244,-2.65313,0.14418,0.26066
40.294018000,-19.63066,-8.59747,6.93313,-2.65313,0.14418,0.26066
40.296691000,-19.63774,-8.59708,6.93383,-2.65313,0.14418,0.26066
40.299361000,-19.64483,-8.59670,6.93452,-2.65313,0.14418,0.26066
40.302027000,-19.64644,-8.59650,6.93379,-0.60563,0.07418,-0.27309
40.304698000,-19.64806,-8.59630,6.93307,-0.60563,0.07418,-0.27309
40.307372000,-19.64968,-8.59610,6.93234,-0.60563,0.07418,-0.27309
40.310039000,-19.65129,-8.59591,6.93161,-0.60563,0.07418,-0.27309
40.312710000,-19.65310,-8.59571,6.93097,-0.67563,0.07418,-0.23809
40.315378000,-19.65490,-8.59551,6.93034,-0.67563,0.07418,-0.23809
40.318043000,-19.65670,-8.59531,6.92970,-0.67563,0.07418,-0.23809
40.320714000,-19.65850,-8.59512,6.92907,-0.67563,0.07418,-0.23809
40.323383000,-19.65832,-8.59632,6.93051,0.06812,-0.45082,0.54066
40.326054000,-19.65814,-8.59752,6.93195,0.06812,-0.45082,0.54066
40.328726000,-19.65796,-8.59873,6.93339,0.06812,-0.45082,0.54066
40.331395000,-19.65778,-8.59993,6.93484,0.06812,-0.45082,0.54066
40.334079000,-19.65861,-8.60123,6.93601,-0.30813,-0.48582,0.43566
40.336752000,-19.65943,-8.60253,6.93717,-0.30813,-0.48582,0.43566
40.339428000,-19.66025,-8.60383,6.93834,-0.30813,-0.48582,0.43566
40.342110000,-19.66108,-8.60513,6.93950,-0.30813,-0.48582,0.43566
40.344774000,-19.66603,-8.60489,6.94041,-1.85688,0.09168,0.33941
40.347402000,-19.67090,-8.60465,6.94130,-1.85688,0.09168,0.33941
40.349965000,-19.67566,-8.60441,6.94217,-1.85688,0.09168,0.33941
40.352539000,-19.68044,-8.60418,6.94304,-1.85688,0.09168,0.33941
40.355108000,-19.68220,-8.60453,6.94313,-0.68438,-0.13582,0.03316
40.357755000,-19.68400,-8.60489,6.94322,-0.68438,-0.13582,0.03316
40.360419000,-19.68583,-8.60525,6.94330,-0.68438,-0.13582,0.03316
40.363086000,-19.68765,-8.60561,6.94339,-0.68438,-0.13582,0.03316
40.365763000,-19.68607,-8.60801,6.94601,0.59312,-0.89707,0.97816
40.368431000,-19.68448,-8.61040,6.94862,0.59312,-0.89707,0.97816
40.371095000,-19.68290,-8.61279,6.95122,0.59312,-0.89707,0.97816
40.373759000,-19.68132,-8.61518,6.95383,0.59312,-0.89707,0.97816
40.376428000,-19.68495,-8.61587,6.95623,-1.35813,-0.25832,0.89941
40.379098000,-19.68857,-8.61656,6.95863,-1.35813,-0.25832,0.89941
40.381871000,-19.69233,-8.61728,6.96112,-1.35813,-0.25832,0.89941
40.384538000,-19.69596,-8.61797,6.96352,-1.35813,-0.25832,0.89941
40.387215000,-19.69800,-8.61772,6.96375,-0.76313,0.09168,0.08566
40.389886000,-19.70004,-8.61748,6.96398,-0.76313,0.09168,0.08566
40.392552000,-19.70207,-8.61723,6.96421,-0.76313,0.09168,0.08566
40.395219000,-19.70411,-8.61699,6.96443,-0.76313,0.09168,0.08566
40.397910000,-19.70270,-8.61822,6.96568,0.52312,-0.45957,0.46191
40.400576000,-19.70130,-8.61945,6.96691,0.52312,-0.45957,0.46191
40.403249000,-19.69991,-8.62068,6.96814,0.52312,-0.45957,0.46191
40.406005000,-19.69851,-8.62190,6.96937,0.52312,-0.45957,0.46191
40.408680000,-19.69516,-8.62356,6.96852,1.21437,-0.59957,-0.30809
40.411345000,-19.69192,-8.62515,6.96770,1.21437,-0.59957,-0.30809
40.414017000,-19.68867,-8.62676,6.96688,1.21437,-0.59957,-0.30809
40.416685000,-19.68544,-8.62836,6.96521,1.21437,-0.59957,-0.62309
40.419360000,-19.68146,-8.63052,6.96355,1.48562,-0.80957,-0.62309
40.422026000,-19.67750,-8.63268,6.96189,1.48562,-0.80957,-0.62309
40.424701000,-19.67353,-8.63484,6.96022,1.48562,-0.80957,-0.62309
40.427372000,-19.66956,-8.63700,6.96108,1.48562,-0.80957,0.32191
40.430041000,-19.67085,-8.63863,6.96194,-0.48313,-0.60832,0.32191
40.432710000,-19.67214,-8.64025,6.96280,-0.48313,-0.60832,0.32191
40.435378000,-19.67343,-8.64187,6.96366,-0.48313,-0.60832,0.32191
40.438054000,-19.67472,-8.64350,6.96403,-0.48313,-0.60832,0.13816
40.440724000,-19.67552,-8.64459,6.96440,-0.29938,-0.40707,0.13816
40.443392000,-19.67632,-8.64567,6.96476,-0.29938,-0.40707,0.13816
40.446059000,-19.67712,-8.64676,6.96513,-0.29938,-0.40707,0.13816
40.448729000,-19.67792,-8.64738,6.96643,-0.29938,-0.23207,0.48816
40.451406000,-19.68128,-8.64800,6.96774,-1.25313,-0.23207,0.48816
40.454073000,-19.68462,-8.64861,6.96904,-1.25313,-0.23207,0.48816
40.456748000,-19.68797,-8.64924,6.97035,-1.25313,-0.23207,0.48816
40.459416000,-19.68534,-8.65079,6.97051,0.98687,-0.58207,0.05941
40.462087000,-19.68254,-8.65234,6.97066,1.04812,-0.58207,0.05941
40.464753000,-19.67974,-8.65389,6.97082,1.04812,-0.58207,0.05941
40.467423000,-19.67694,-8.65545,6.97098,1.04812,-0.58207,0.05941
