time,theta_x,theta_y,theta_z,omega_x,omega_y,omega_z
79.834992000,-38.55343,-17.55390,11.46202,-0.29938,-0.71332,0.49691
79.837801000,-38.55719,-17.55489,11.46341,-1.34063,-0.35457,0.49691
79.840493000,-38.56083,-17.55585,11.46476,-1.34063,-0.35457,0.49691
79.843227000,-38.56449,-17.55682,11.46612,-1.34063,-0.35457,0.49691
79.846008000,-38.56200,-17.55746,11.46664,0.89937,-0.23207,0.19066
79.848833000,-38.56223,-17.55812,11.46718,-0.08063,-0.23207,0.19066
79.851619000,-38.56246,-17.55876,11.46771,-0.08063,-0.23207,0.19066
79.854444000,-38.56269,-17.55942,11.46825,-0.08063,-0.23207,0.19066
79.857246000,-38.56437,-17.55960,11.46881,-0.59688,-0.06582,0.19941
79.859995000,-38.56599,-17.55978,11.46936,-0.59688,-0.06582,0.19941
79.862840000,-38.56769,-17.55997,11.46992,-0.59688,-0.06582,0.19941
79.865576000,-38.56932,-17.56015,11.47047,-0.59688,-0.06582,0.19941
79.868325000,-38.57465,-17.55987,11.47117,-1.92688,0.10043,0.25191
79.871090000,-38.57994,-17.55960,11.47186,-1.92688,0.10043,0.25191
79.873861000,-38.58528,-17.55932,11.47256,-1.92688,0.10043,0.25191
79.876671000,-38.59072,-17.55903,11.47218,-1.92688,0.10043,-0.13309
79.879418000,-38.59247,-17.55993,11.47182,-0.64063,-0.32832,-0.13309
79.882240000,-38.59428,-17.56086,11.47144,-0.64063,-0.32832,-0.13309
79.885069000,-38.59609,-17.56179,11.47107,-0.64063,-0.32832,-0.13309
79.887790000,-38.59783,-17.56227,11.47068,-0.64063,-0.17957,-0.14184
79.890486000,-38.59947,-17.56276,11.47030,-0.60563,-0.17957,-0.14184
79.893268000,-38.60115,-17.56326,11.46990,-0.60563,-0.17957,-0.14184
79.896085000,-38.60285,-17.56376,11.46951,-0.60563,-0.17957,-0.14184
79.898841000,-38.60271,-17.56421,11.46887,0.05062,-0.16207,-0.22934
79.901599000,-38.60257,-17.56466,11.46824,0.05062,-0.16207,-0.22934
79.904319000,-38.60244,-17.56510,11.46761,0.05062,-0.16207,-0.22934
79.907073000,-38.60230,-17.56554,11.46699,0.05062,-0.16207,-0.22934
79.909906000,-38.60292,-17.56737,11.46916,-0.22063,-0.64332,0.76816
79.912725000,-38.60355,-17.56918,11.47133,-0.22063,-0.64332,0.76816
79.915501000,-38.60416,-17.57097,11.47347,-0.22063,-0.64332,0.76816
79.918256000,-38.60476,-17.57273,11.47557,-0.22063,-0.64332,0.76816
79.921004000,-38.60491,-17.57449,11.47685,-0.05438,-0.63457,0.46191
79.923750000,-38.60506,-17.57622,11.47811,-0.05438,-0.63457,0.46191
79.926575000,-38.60521,-17.57801,11.47941,-0.05438,-0.63457,0.46191
79.929343000,-38.60536,-17.57977,11.47922,-0.05438,-0.63457,-0.07184
79.932068000,-38.60496,-17.58151,11.47902,0.14687,-0.63457,-0.07184
79.934745000,-38.60457,-17.58321,11.47883,0.14687,-0.63457,-0.07184
79.937513000,-38.60416,-17.58495,11.47863,0.14687,-0.63457,-0.07184
79.940253000,-38.60376,-17.58653,11.47911,0.14687,-0.57332,0.17316
79.943003000,-38.60463,-17.58810,11.47958,-0.31688,-0.57332,0.17316
79.945709000,-38.60549,-17.58966,11.48005,-0.31688,-0.57332,0.17316
79.948482000,-38.60636,-17.59124,11.48053,-0.31688,-0.57332,0.17316
79.951157000,-38.60573,-17.59208,11.48109,0.23437,-0.31082,0.20816
79.953901000,-38.60509,-17.59292,11.48165,0.23437,-0.31082,0.20816
79.956750000,-38.60442,-17.59381,11.48225,0.23437,-0.31082,0.20816
79.959587000,-38.60376,-17.59469,11.48284,0.23437,-0.31082,0.20816
79.962410000,-38.60796,-17.59463,11.48308,-1.48063,0.02168,0.08566
79.965183000,-38.61205,-17.59457,11.48332,-1.48063,0.02168,0.08566
79.968043000,-38.61627,-17.59451,11.48356,-1.48063,0.02168,0.08566
79.970883000,-38.62048,-17.59445,11.48380,-1.48063,0.02168,0.08566
79.973727000,-38.62190,-17.59473,11.48360,-0.50063,-0.10082,-0.07184
79.976533000,-38.62331,-17.59501,11.48340,-0.50063,-0.10082,-0.07184
79.979377000,-38.62473,-17.59530,11.48319,-0.50063,-0.10082,-0.07184
79.982231000,-38.62616,-17.59559,11.48159,-0.50063,-0.10082,-0.56184
79.985053000,-38.62362,-17.59634,11.48001,0.89937,-0.26707,-0.56184
79.987889000,-38.62107,-17.59710,11.47841,0.89937,-0.26707,-0.56184
79.990704000,-38.61854,-17.59785,11.47683,0.89937,-0.26707,-0.56184
79.993482000,-38.62231,-17.59648,11.47583,-1.35813,0.49418,-0.36059
79.996259000,-38.62608,-17.59511,11.47483,-1.35813,0.49418,-0.36059
79.999036000,-38.62987,-17.59373,11.47382,-1.35813,0.49418,-0.36059
80.001792000,-38.63359,-17.59237,11.47284,-1.35813,0.49418,-0.36059
80.004560000,-38.63525,-17.59217,11.47334,-0.59688,0.07418,0.18191
80.007290000,-38.63688,-17.59196,11.47384,-0.59688,0.07418,0.18191
80.010046000,-38.63852,-17.59176,11.47434,-0.59688,0.07418,0.18191
80.012869000,-38.64019,-17.59155,11.47485,-0.59688,0.07418,0.18191
80.015688000,-38.64302,-17.59249,11.47740,-0.99938,-0.32832,0.89941
80.018523000,-38.64585,-17.59341,11.47994,-0.99938,-0.32832,0.89941
80.021309000,-38.64864,-17.59433,11.48245,-0.99938,-0.32832,0.89941
80.024082000,-38.65141,-17.59524,11.48511,-0.99938,-0.32832,0.96066
80.026962000,-38.65958,-17.59422,11.48789,-2.82813,0.35418,0.96066
80.029728000,-38.66736,-17.59324,11.49053,-2.82813,0.35418,0.96066
80.032547000,-38.67533,-17.59225,11.49324,-2.82813,0.35418,0.96066
80.035383000,-38.68335,-17.59266,11.49693,-2.82813,-0.14457,1.30191
80.038244000,-38.68741,-17.59307,11.50065,-1.41938,-0.14457,1.30191
80.041034000,-38.69139,-17.59347,11.50430,-1.41938,-0.14457,1.30191
80.043782000,-38.69527,-17.59387,11.50786,-1.41938,-0.14457,1.30191
80.046581000,-38.69965,-17.59386,11.50832,-1.56813,0.00418,0.16441
80.049416000,-38.70410,-17.59385,11.50879,-1.56813,0.00418,0.16441
80.052242000,-38.70853,-17.59383,11.50925,-1.56813,0.00418,0.16441
80.055004000,-38.71286,-17.59382,11.50971,-1.56813,0.00418,0.16441
80.057833000,-38.71846,-17.59436,11.51256,-1.97063,-0.18832,1.00441
80.060599000,-38.72388,-17.59488,11.51532,-1.97063,-0.18832,1.00441
80.063448000,-38.72950,-17.59541,11.51818,-1.97063,-0.18832,1.00441
80.066297000,-38.73511,-17.59595,11.52042,-1.97063,-0.18832,0.78566
80.069139000,-38.74339,-17.59519,11.52265,-2.91563,0.26668,0.78566
80.071844000,-38.75132,-17.59447,11.52479,-2.91563,0.26668,0.78566
80.074560000,-38.75924,-17.59374,11.52692,-2.91563,0.26668,0.78566
80.077297000,-38.76109,-17.59414,11.52864,-0.67563,-0.14457,0.62816
80.080058000,-38.76366,-17.59453,11.53036,-0.93813,-0.14457,0.62816
80.082869000,-38.76630,-17.59494,11.53213,-0.93813,-0.14457,0.62816
80.085616000,-38.76888,-17.59534,11.53386,-0.93813,-0.14457,0.62816
80.088389000,-38.76514,-17.59632,11.53098,1.35437,-0.35457,-1.04309
80.091135000,-38.76143,-17.59729,11.52812,1.35437,-0.35457,-1.04309
80.093954000,-38.75759,-17.59829,11.52517,1.35437,-0.35457,-1.04309
80.096641000,-38.75395,-17.59925,11.52237,1.35437,-0.35457,-1.04309
80.099324000,-38.75377,-17.59984,11.52201,0.06812,-0.22332,-0.13309
80.101993000,-38.75359,-17.60044,11.52166,0.06812,-0.22332,-0.13309
80.104610000,-38.75341,-17.60102,11.52131,0.06812,-0.22332,-0.13309
80.107340000,-38.75322,-17.60163,11.52094,0.06812,-0.22332,-0.13309
80.110096000,-38.75294,-17.60215,11.52156,0.10312,-0.18832,0.22566
80.112916000,-38.75264,-17.60268,11.52220,0.10312,-0.18832,0.22566
80.115688000,-38.75236,-17.60320,11.52282,0.10312,-0.18832,0.22566
80.118565000,-38.75206,-17.60374,11.52347,0.10312,-0.18832,0.22566
80.121321000,-38.75583,-17.60390,11.52383,-1.36688,-0.05707,0.12941
80.124169000,-38.75972,-17.60406,11.52420,-1.36688,-0.05707,0.12941
80.127023000,-38.76362,-17.60422,11.52457,-1.36688,-0.05707,0.12941
80.129803000,-38.76742,-17.60616,11.52624,-1.36688,-0.69582,0.60191
80.132643000,-38.76814,-17.60814,11.52795,-0.25563,-0.69582,0.60191
80.135476000,-38.76887,-17.61011,11.52965,-0.25563,-0.69582,0.60191
80.138313000,-38.76959,-17.61208,11.53136,-0.25563,-0.69582,0.60191
80.141035000,-38.77255,-17.61269,11.53107,-1.08688,-0.22332,-0.10684
80.143820000,-38.77558,-17.61331,11.53077,-1.08688,-0.22332,-0.10684
80.146650000,-38.77866,-17.61394,11.53047,-1.08688,-0.22332,-0.10684
80.149429000,-38.78167,-17.61456,11.53017,-1.08688,-0.22332,-0.10684
80.152200000,-38.78490,-17.61525,11.52983,-1.16563,-0.24957,-0.12434
80.155041000,-38.78821,-17.61596,11.52947,-1.16563,-0.24957,-0.12434
80.157893000,-38.79153,-17.61667,11.52912,-1.16563,-0.24957,-0.12434
80.160673000,-38.79478,-17.61737,11.52812,-1.16563,-0.24957,-0.36059
80.163508000,-38.79218,-17.61899,11.52710,0.91687,-0.57332,-0.36059
80.166362000,-38.78957,-17.62063,11.52607,0.91687,-0.57332,-0.36059
80.169194000,-38.78697,-17.62225,11.52505,0.91687,-0.57332,-0.36059
80.172029000,-38.79072,-17.62254,11.52549,-1.32313,-0.10082,0.15566
80.174810000,-38.79388,-17.62282,11.52592,-1.13938,-0.10082,0.15566
80.177645000,-38.79713,-17.62310,11.52636,-1.13938,-0.10082,0.15566
80.180419000,-38.80027,-17.62338,11.52679,-1.13938,-0.10082,0.15566
80.183257000,-38.80408,-17.62461,11.52972,-1.34063,-0.43332,1.03066
80.186003000,-38.80778,-17.62581,11.53256,-1.34063,-0.43332,1.03066
80.188751000,-38.81144,-17.62699,11.53538,-1.34063,-0.43332,1.03066
80.191505000,-38.81515,-17.62819,11.53823,-1.34063,-0.43332,1.03066
80.194353000,-38.81693,-17.62932,11.53932,-0.62313,-0.39832,0.38316
80.197119000,-38.81864,-17.63042,11.54037,-0.62313,-0.39832,0.38316
80.199949000,-38.82040,-17.63155,11.54146,-0.62313,-0.39832,0.38316
80.202674000,-38.82211,-17.63264,11.54251,-0.62313,-0.39832,0.38316
80.205449000,-38.82443,-17.63328,11.54422,-0.84188,-0.23207,0.61941
80.208298000,-38.82682,-17.63394,11.54598,-0.84188,-0.23207,0.61941
80.211135000,-38.82921,-17.63460,11.54774,-0.84188,-0.23207,0.61941
80.213885000,-38.83154,-17.63507,11.54696,-0.84188,-0.17082,-0.28184
80.216637000,-38.83461,-17.63554,11.54619,-1.12188,-0.17082,-0.28184
80.219246000,-38.83755,-17.63598,11.54545,-1.12188,-0.17082,-0.28184
80.221849000,-38.84047,-17.63643,11.54471,-1.12188,-0.17082,-0.28184
80.224504000,-38.83752,-17.63667,11.54399,1.11812,-0.09207,-0.27309
80.227243000,-38.83853,-17.63692,11.54325,-0.36938,-0.09207,-0.27309
80.230057000,-38.83957,-17.63718,11.54248,-0.36938,-0.09207,-0.27309
80.232830000,-38.84059,-17.63744,11.54172,-0.36938,-0.09207,-0.27309
80.235665000,-38.83804,-17.63832,11.54246,0.89937,-0.31082,0.26066
80.238558000,-38.83545,-17.63922,11.54321,0.89937,-0.31082,0.26066
80.241262000,-38.83300,-17.64006,11.54392,0.89937,-0.31082,0.26066
80.244037000,-38.83051,-17.64092,11.54464,0.89937,-0.31082,0.26066
80.246801000,-38.83303,-17.64149,11.54611,-0.91188,-0.20582,0.53191
80.249639000,-38.83562,-17.64207,11.54762,-0.91188,-0.20582,0.53191
80.252375000,-38.83812,-17.64264,11.54908,-0.91188,-0.20582,0.53191
80.255103000,-38.84061,-17.64320,11.55053,-0.91188,-0.20582,0.53191
80.257861000,-38.83779,-17.64432,11.54832,1.03062,-0.40707,-0.80684
80.260698000,-38.83487,-17.64547,11.54603,1.03062,-0.40707,-0.80684
80.263535000,-38.83194,-17.64662,11.54375,1.03062,-0.40707,-0.80684
80.266381000,-38.82901,-17.64778,11.54357,1.03062,-0.40707,-0.06309
80.269139000,-38.82658,-17.65009,11.54339,0.88187,-0.83582,-0.06309
80.271893000,-38.82414,-17.65240,11.54322,0.88187,-0.83582,-0.06309
80.274591000,-38.82177,-17.65465,11.54305,0.88187,-0.83582,-0.06309
80.277373000,-38.82129,-17.65588,11.54219,0.17312,-0.44207,-0.30809
80.280135000,-38.82080,-17.65710,11.54134,0.17312,-0.44207,-0.30809
80.282881000,-38.82033,-17.65831,11.54050,0.17312,-0.44207,-0.30809
80.285738000,-38.81984,-17.65957,11.53962,0.17312,-0.44207,-0.30809
80.288453000,-38.82141,-17.65973,11.53947,-0.57938,-0.05707,-0.05434
80.291158000,-38.82297,-17.65988,11.53932,-0.57938,-0.05707,-0.05434
80.293949000,-38.82459,-17.66004,11.53917,-0.57938,-0.05707,-0.05434
80.296735000,-38.82620,-17.66020,11.53902,-0.57938,-0.05707,-0.05434
80.299579000,-38.83243,-17.65929,11.53899,-2.18938,0.31918,-0.01059
80.302428000,-38.83866,-17.65838,11.53896,-2.18938,0.31918,-0.01059
80.305242000,-38.84485,-17.65748,11.53893,-2.18938,0.31918,-0.01059
80.308005000,-38.85087,-17.65660,11.54304,-2.18938,0.31918,1.49441
80.310839000,-38.86152,-17.65652,11.54727,-3.75563,0.03043,1.49441
80.313671000,-38.87215,-17.65643,11.55150,-3.75563,0.03043,1.49441
80.316513000,-38.88280,-17.65634,11.55574,-3.75563,0.03043,1.49441
80.319221000,-38.88693,-17.65678,11.55772,-1.51563,-0.16207,0.72441
80.321968000,-38.89382,-17.65723,11.55970,-2.52188,-0.16207,0.72441
80.324673000,-38.90068,-17.65767,11.56167,-2.52188,-0.16207,0.72441
80.327483000,-38.90772,-17.65812,11.56369,-2.52188,-0.16207,0.72441
80.330327000,-38.91128,-17.65841,11.56319,-1.25313,-0.10082,-0.17684
80.333172000,-38.91484,-17.65869,11.56268,-1.25313,-0.10082,-0.17684
80.336024000,-38.91842,-17.65898,11.56218,-1.25313,-0.10082,-0.17684
80.338738000,-38.92183,-17.65925,11.56170,-1.25313,-0.10082,-0.17684
80.341514000,-38.91991,-17.66026,11.55969,0.69812,-0.36332,-0.72809
80.344334000,-38.91794,-17.66128,11.55764,0.69812,-0.36332,-0.72809
80.347181000,-38.91595,-17.66232,11.55557,0.69812,-0.36332,-0.72809
80.350037000,-38.91396,-17.66335,11.55731,0.69812,-0.36332,0.61066
80.352792000,-38.91370,-17.66414,11.55899,0.09437,-0.28457,0.61066
80.355625000,-38.91343,-17.66494,11.56072,0.09437,-0.28457,0.61066
80.358402000,-38.91317,-17.66574,11.56242,0.09437,-0.28457,0.61066
80.361283000,-38.91290,-17.66703,11.56307,0.09437,-0.45082,0.22566
80.363994000,-38.91098,-17.66825,11.56368,0.70687,-0.45082,0.22566
80.366865000,-38.90896,-17.66954,11.56433,0.70687,-0.45082,0.22566
80.369708000,-38.90695,-17.67082,11.56497,0.70687,-0.45082,0.22566
80.372548000,-38.90678,-17.67128,11.56618,0.05937,-0.16207,0.42691
80.375383000,-38.90661,-17.67174,11.56739,0.05937,-0.16207,0.42691
80.378221000,-38.90644,-17.67220,11.56860,0.05937,-0.16207,0.42691
80.381079000,-38.90628,-17.67266,11.56982,0.05937,-0.16207,0.42691
80.383842000,-38.90628,-17.67339,11.57177,-0.00188,-0.25832,0.69816
80.386592000,-38.90628,-17.67410,11.57369,-0.00188,-0.25832,0.69816
80.389342000,-38.90629,-17.67480,11.57560,-0.00188,-0.25832,0.69816
80.392102000,-38.90629,-17.67552,11.57549,-0.00188,-0.25832,-0.03684
80.394877000,-38.90772,-17.67526,11.57539,-0.51813,0.09168,-0.03684
80.397758000,-38.90921,-17.67500,11.57529,-0.51813,0.09168,-0.03684
80.400475000,-38.91063,-17.67475,11.57519,-0.51813,0.09168,-0.03684
80.403217000,-38.91204,-17.67581,11.57494,-0.51813,-0.38957,-0.08934
80.406070000,-38.91059,-17.67693,11.57469,0.50562,-0.38957,-0.08934
80.408825000,-38.90920,-17.67800,11.57444,0.50562,-0.38957,-0.08934
80.411659000,-38.90777,-17.67910,11.57419,0.50562,-0.38957,-0.08934
80.414386000,-38.90737,-17.68043,11.57634,0.14687,-0.48582,0.78566
80.417164000,-38.90696,-17.68178,11.57852,0.14687,-0.48582,0.78566
80.419893000,-38.90656,-17.68310,11.58065,0.14687,-0.48582,0.78566
80.422738000,-38.90614,-17.68448,11.58289,0.14687,-0.48582,0.78566
80.425580000,-38.90665,-17.68512,11.58345,-0.17688,-0.22332,0.19941
80.428429000,-38.90715,-17.68575,11.58402,-0.17688,-0.22332,0.19941
80.431193000,-38.90764,-17.68637,11.58457,-0.17688,-0.22332,0.19941
80.433969000,-38.90813,-17.68699,11.58513,-0.17688,-0.22332,0.19941
80.436765000,-38.90568,-17.68764,11.58315,0.88187,-0.23207,-0.71059
80.439472000,-38.90328,-17.68827,11.58122,0.88187,-0.23207,-0.71059
80.442216000,-38.90088,-17.68890,11.57928,0.88187,-0.23207,-0.71059
80.445080000,-38.89837,-17.68956,11.57776,0.88187,-0.23207,-0.53559
80.447854000,-38.89835,-17.69051,11.57626,0.00687,-0.33707,-0.53559
80.450631000,-38.89833,-17.69144,11.57477,0.00687,-0.33707,-0.53559
80.453479000,-38.89831,-17.69240,11.57325,0.00687,-0.33707,-0.53559
80.456303000,-38.89755,-17.69378,11.57312,0.26937,-0.48582,-0.04559
80.459084000,-38.89680,-17.69512,11.57300,0.26937,-0.48582,-0.04559
80.461930000,-38.89604,-17.69651,11.57287,0.26937,-0.48582,-0.04559
80.464764000,-38.89528,-17.69788,11.57274,0.26937,-0.48582,-0.04559
80.467604000,-38.89337,-17.69921,11.57246,0.67187,-0.46832,-0.09809
80.470439000,-38.89146,-17.70054,11.57218,0.67187,-0.46832,-0.09809
80.473211000,-38.88959,-17.70184,11.57191,0.67187,-0.46832,-0.09809
80.476017000,-38.88775,-17.70313,11.57164,0.67187,-0.46832,-0.09809
80.478849000,-38.88979,-17.70425,11.57503,-0.71063,-0.38957,1.17941
80.481665000,-38.89179,-17.70535,11.57835,-0.71063,-0.38957,1.17941
80.484403000,-38.89375,-17.70642,11.58160,-0.71063,-0.38957,1.17941
80.487159000,-38.89571,-17.70749,11.58436,-0.71063,-0.38957,1.00441
80.489914000,-38.89907,-17.70839,11.58712,-1.22688,-0.32832,1.00441
80.492649000,-38.90244,-17.70929,11.58988,-1.22688,-0.32832,1.00441
80.495385000,-38.90578,-17.71019,11.59261,-1.22688,-0.32832,1.00441
80.498227000,-38.90290,-17.71129,11.59226,1.01312,-0.38957,-0.12434
80.500954000,-38.90212,-17.71235,11.59192,0.28687,-0.38957,-0.12434
80.503794000,-38.90131,-17.71346,11.59156,0.28687,-0.38957,-0.12434
80.506654000,-38.90048,-17.71458,11.59121,0.28687,-0.38957,-0.12434
80.509431000,-38.90182,-17.71454,11.58886,-0.48313,0.01293,-0.85059
80.512214000,-38.90316,-17.71451,11.58649,-0.48313,0.01293,-0.85059
80.514969000,-38.90449,-17.71447,11.58415,-0.48313,0.01293,-0.85059
80.517798000,-38.90586,-17.71443,11.58173,-0.48313,0.01293,-0.85059
80.520551000,-38.90365,-17.71570,11.58009,0.80312,-0.45957,-0.59684
80.523318000,-38.90144,-17.71696,11.57845,0.80312,-0.45957,-0.59684
80.526160000,-38.89917,-17.71827,11.57675,0.80312,-0.45957,-0.59684
80.528997000,-38.89688,-17.71958,11.57909,0.80312,-0.45957,0.82066
80.531774000,-38.90808,-17.71870,11.58136,-4.05313,0.31918,0.82066
80.534620000,-38.91961,-17.71779,11.58369,-4.05313,0.31918,0.82066
80.537337000,-38.93068,-17.71692,11.58593,-4.05313,0.31918,0.82066
80.540087000,-38.94176,-17.71657,11.58952,-4.05313,0.12668,1.31066
80.542881000,-38.95252,-17.71622,11.59318,-3.85188,0.12668,1.31066
80.545731000,-38.96350,-17.71586,11.59692,-3.85188,0.12668,1.31066
80.548488000,-38.97410,-17.71551,11.60052,-3.85188,0.12668,1.31066
80.551257000,-38.98043,-17.71596,11.60403,-2.28563,-0.16207,1.26691
80.554100000,-38.98693,-17.71642,11.60763,-2.28563,-0.16207,1.26691
80.556969000,-38.99343,-17.71688,11.61124,-2.28563,-0.16207,1.26691
80.559732000,-38.99983,-17.71733,11.61478,-2.28563,-0.16207,1.26691
80.562476000,-39.00595,-17.71828,11.61864,-2.23313,-0.34582,1.40691
80.565213000,-39.01206,-17.71923,11.62249,-2.23313,-0.34582,1.40691
80.567984000,-39.01821,-17.72018,11.62637,-2.23313,-0.34582,1.40691
80.570699000,-39.02431,-17.72112,11.63021,-2.23313,-0.34582,1.40691
80.573403000,-39.02945,-17.72154,11.63408,-1.90063,-0.15332,1.43316
80.576174000,-39.03468,-17.72196,11.63803,-1.90063,-0.15332,1.43316
80.578926000,-39.03991,-17.72238,11.64197,-1.90063,-0.15332,1.43316
80.581760000,-39.04530,-17.72281,11.64053,-1.90063,-0.15332,-0.50934
80.584604000,-39.04316,-17.72330,11.63908,0.75062,-0.17082,-0.50934
80.587316000,-39.04111,-17.72377,11.63769,0.75062,-0.17082,-0.50934
80.590100000,-39.03904,-17.72424,11.63628,0.75062,-0.17082,-0.50934
80.592948000,-39.04327,-17.72383,11.63715,-1.48938,0.14418,0.30441
80.595778000,-39.04699,-17.72342,11.63801,-1.31438,0.14418,0.30441
80.598530000,-39.05061,-17.72302,11.63885,-1.31438,0.14418,0.30441
80.601367000,-39.05434,-17.72261,11.63971,-1.31438,0.14418,0.30441
80.604150000,-39.05595,-17.72299,11.64046,-0.57938,-0.13582,0.26941
80.606985000,-39.05760,-17.72338,11.64123,-0.57938,-0.13582,0.26941
80.609696000,-39.05916,-17.72375,11.64195,-0.57938,-0.13582,0.26941
80.612536000,-39.06080,-17.72413,11.64272,-0.57938,-0.13582,0.26941
80.615389000,-39.06675,-17.72379,11.64468,-2.08438,0.11793,0.68941
80.618231000,-39.07267,-17.72346,11.64664,-2.08438,0.11793,0.68941
80.621077000,-39.07857,-17.72313,11.64859,-2.08438,0.11793,0.68941
80.623885000,-39.08445,-17.72279,11.64928,-2.08438,0.11793,0.24316
80.626764000,-39.08793,-17.72273,11.64998,-1.20938,0.02168,0.24316
80.629572000,-39.09133,-17.72267,11.65066,-1.20938,0.02168,0.24316
80.632279000,-39.09462,-17.72261,11.65132,-1.20938,0.02168,0.24316
80.634971000,-39.09420,-17.72345,11.65082,0.15562,-0.31082,-0.18559
80.637747000,-39.09377,-17.72430,11.65031,0.15562,-0.31082,-0.18559
80.640507000,-39.09334,-17.72516,11.64980,0.15562,-0.31082,-0.18559
80.643250000,-39.09291,-17.72601,11.64929,0.15562,-0.31082,-0.18559
80.646115000,-39.09187,-17.72723,11.64833,0.36562,-0.42457,-0.33434
80.648953000,-39.09083,-17.72843,11.64739,0.36562,-0.42457,-0.33434
80.651799000,-39.08979,-17.72964,11.64643,0.36562,-0.42457,-0.33434
80.654588000,-39.08877,-17.73083,11.64550,0.36562,-0.42457,-0.33434
80.657429000,-39.08664,-17.73248,11.64408,0.75062,-0.58207,-0.50059
80.660141000,-39.08459,-17.73407,11.64272,0.75062,-0.58207,-0.50059
80.662847000,-39.08257,-17.73564,11.64136,0.75062,-0.58207,-0.50059
80.665549000,-39.08054,-17.73721,11.63396,0.75062,-0.58207,-2.74059
80.668318000,-39.07411,-17.73882,11.62971,2.33437,-0.58207,-1.54184
80.671063000,-39.06767,-17.74042,11.62546,2.33437,-0.58207,-1.54184
80.673808000,-39.06130,-17.74201,11.62125,2.33437,-0.58207,-1.54184
80.676573000,-39.05486,-17.74362,11.62014,2.33437,-0.58207,-0.40434
80.679365000,-39.05281,-17.74466,11.61901,0.73312,-0.37207,-0.40434
80.682197000,-39.05073,-17.74571,11.61786,0.73312,-0.37207,-0.40434
80.684909000,-39.04874,-17.74672,11.61676,0.73312,-0.37207,-0.40434
80.687765000,-39.04472,-17.74758,11.61584,1.41562,-0.30207,-0.32559
80.690475000,-39.04086,-17.74841,11.61495,1.41562,-0.30207,-0.32559
80.693249000,-39.03695,-17.74924,11.61405,1.41562,-0.30207,-0.32559
80.696069000,-39.03296,-17.75009,11.61313,1.41562,-0.30207,-0.32559
80.698967000,-39.03479,-17.75020,11.61318,-0.63188,-0.03957,0.01566
80.701746000,-39.03655,-17.75031,11.61322,-0.63188,-0.03957,0.01566
80.704589000,-39.03835,-17.75043,11.61327,-0.63188,-0.03957,0.01566
80.707445000,-39.04015,-17.75054,11.61331,-0.63188,-0.03957,0.01566
80.710236000,-39.03507,-17.75134,11.61134,1.80937,-0.28457,-0.70184
80.712985000,-39.03010,-17.75212,11.60942,1.80937,-0.28457,-0.70184
80.715735000,-39.02515,-17.75290,11.60750,1.80937,-0.28457,-0.70184
80.718451000,-39.02021,-17.75368,11.60759,1.80937,-0.28457,0.03316
80.721207000,-39.01967,-17.75397,11.60768,0.19937,-0.10957,0.03316
80.724039000,-39.01910,-17.75429,11.60777,0.19937,-0.10957,0.03316
80.726840000,-39.01854,-17.75459,11.60787,0.19937,-0.10957,0.03316
80.729615000,-39.01799,-17.75519,11.60578,0.19937,-0.21457,-0.75434
80.732373000,-39.01412,-17.75578,11.60369,1.39812,-0.21457,-0.75434
80.735159000,-39.01024,-17.75638,11.60160,1.39812,-0.21457,-0.75434
80.738022000,-39.00624,-17.75699,11.59945,1.39812,-0.21457,-0.75434
80.740732000,-39.00754,-17.75653,11.59761,-0.47438,0.17043,-0.67559
80.743470000,-39.00883,-17.75606,11.59576,-0.47438,0.17043,-0.67559
80.746169000,-39.01012,-17.75560,11.59393,-0.47438,0.17043,-0.67559
80.748910000,-39.01141,-17.75513,11.59209,-0.47438,0.17043,-0.67559
80.751722000,-39.01567,-17.75438,11.59238,-1.51563,0.26668,0.10316
80.754533000,-39.01992,-17.75364,11.59267,-1.51563,0.26668,0.10316
80.757299000,-39.02414,-17.75289,11.59296,-1.51563,0.26668,0.10316
80.760054000,-39.02829,-17.75216,11.59324,-1.51563,0.26668,0.10316
80.762808000,-39.03097,-17.75292,11.59538,-0.97313,-0.27582,0.77691
80.765636000,-39.03372,-17.75370,11.59758,-0.97313,-0.27582,0.77691
80.768461000,-39.03646,-17.75448,11.59977,-0.97313,-0.27582,0.77691
80.771150000,-39.03910,-17.75523,11.60102,-0.97313,-0.27582,0.46191
80.773908000,-39.04013,-17.75589,11.60229,-0.37813,-0.24082,0.46191
80.776731000,-39.04120,-17.75657,11.60359,-0.37813,-0.24082,0.46191
80.779482000,-39.04224,-17.75723,11.60486,-0.37813,-0.24082,0.46191
80.782233000,-39.04944,-17.75837,11.60726,-2.61813,-0.41582,0.87316
80.785060000,-39.05469,-17.75954,11.60973,-1.85688,-0.41582,0.87316
80.787884000,-39.05993,-17.76072,11.61219,-1.85688,-0.41582,0.87316
80.790618000,-39.06503,-17.76186,11.61459,-1.85688,-0.41582,0.87316
80.793292000,-39.06962,-17.76229,11.61674,-1.71688,-0.16207,0.80316
80.796060000,-39.07434,-17.76274,11.61895,-1.71688,-0.16207,0.80316
80.798881000,-39.07919,-17.76320,11.62121,-1.71688,-0.16207,0.80316
80.801700000,-39.08403,-17.76365,11.62348,-1.71688,-0.16207,0.80316
80.804487000,-39.07999,-17.76503,11.62128,1.45062,-0.49457,-0.78934
80.807335000,-39.07586,-17.76644,11.61903,1.45062,-0.49457,-0.78934
